1.0;0.8414
1.25;1.1815354526197537
1.5;1.4860596461658373
1.75;1.706029069933309
2.0;1.7971842724310907
2.25;1.7246093812205059
2.5;1.466726107643523
2.75;1.0182606662510574
3.0;0.39189820498399874
3.25;-0.3815604730855393
3.5;-1.2546082966604102
3.75;-2.1659511054512026
4.0;-3.0447571456182034
4.25;-3.8159452805905314
4.5;-4.406128026696306
4.75;-4.749760528914214
5.0;-4.795014443950547
5.25;-4.508899597004466
5.5;-3.8811968033058477
5.75;-2.926840264167219
6.0;-1.6864927267497256
6.25;-0.22518410093334706
6.5;1.370974413507344
6.75;2.9998435129575833
7.0;4.549780832786505
7.25;5.907221317077422
7.5;6.96480188439511
7.75;7.6294591017925795
8.0;7.829907955306172
8.25;7.522931483152409
8.5;6.697974714558242
8.75;5.379638711256476
9.0;3.627805367440703
9.25;1.5352823352421
9.5;-0.776970570458051
9.75;-3.1667986719934156
10.0;-5.479595901176136
10.25;-7.558296732603623
10.5;-9.253971752300107
10.75;-10.436316479448648
11.0;-11.003304878926702
11.25;-10.889310872247044
11.5;-10.071082340460514
11.75;-8.571078441484282
12.0;-6.457845128900114
12.25;-3.8432953508198726
12.5;-0.8769671510395223
12.75;2.2624589525214738
13.0;5.377906576390503
13.25;8.266268461033032
13.5;10.731614102239796
13.75;12.598382815762239
14.0;13.723679093620166
14.25;14.007819995399771
14.5;13.402375401691055
14.75;11.915086670513002
15.0;9.611239277948663
15.25;6.611288827017692
15.5;3.084783252127199
15.75;-0.7591286584413175
16.0;-4.68407758587602
16.25;-8.441011871930595
16.5;-11.783999495750747
16.75;-14.48629162874162
17.0;-16.355600972395987
17.25;-17.247571568176742
17.5;-17.07650843949907
17.75;-15.822590875617482
18.0;-13.535003658390693
18.25;-10.330673484210427
18.5;-6.3885775704909324
18.75;-1.939880162853581
19.0;2.7455684109216003
19.25;7.375584917700018
19.5;11.653868278974311
19.75;15.298940974017647
20.0;18.06260684360593
